transaction_id,user_id,amount,transaction_date,currency
TXN00587,123,1817.01,2025-01-08,EUR
TXN00588,121,108.68,2025-04-22,EUR
TXN00589,104,537.17,2025-03-11,EUR
TXN00590,176,2487.71,2025-01-15,EUR
TXN00591,146,2919.97,2025-03-10,EUR
TXN00592,152,424.42,2025-06-24,EUR
TXN00593,147,2518.15,2025-03-01,EUR
TXN00594,138,3600.43,2025-01-24,EUR
TXN00595,116,384.85,2025-06-18,EUR
TXN00596,158,4132.22,2025-01-23,EUR
TXN00597,114,3127.72,2025-03-07,EUR
TXN00598,125,4388.56,2025-02-16,EUR
TXN00599,123,3875.28,2025-05-13,EUR
TXN00600,129,2889.7,2025-01-02,EUR
TXN00601,158,2915.44,2025-01-17,EUR
TXN00602,182,4827.82,2025-01-11,EUR
TXN00603,108,3722.72,2025-03-26,EUR
TXN00604,132,2214.14,2025-01-12,EUR
TXN00605,105,32.07,2025-06-07,EUR
TXN00606,137,2601.59,2025-05-03,EUR
TXN00607,164,574.99,2025-01-02,EUR
TXN00608,103,3994.19,2025-03-20,EUR
TXN00609,104,598.52,2025-03-11,EUR
TXN00610,195,3036.84,2025-02-28,EUR
TXN00611,192,4657.37,2025-03-22,EUR
TXN00612,127,288.9,2025-05-12,EUR
TXN00613,174,1197.28,2025-05-08,EUR
TXN00614,122,1302.32,2025-04-18,EUR
TXN00615,197,840.29,2025-01-07,EUR
TXN00616,126,3457.48,2025-05-04,EUR
TXN00617,102,618.16,2025-01-13,EUR
TXN00618,188,555.78,2025-03-23,EUR
TXN00619,142,3243.33,2025-02-04,EUR
TXN00620,132,3651.35,2025-05-10,EUR
TXN00621,104,4053.98,2025-04-13,EUR
TXN00622,160,4307.44,2025-03-15,EUR
TXN00623,172,4680.42,2025-06-30,EUR
TXN00624,181,348.79,2025-03-28,EUR
TXN00625,153,3498.72,2025-04-04,EUR
TXN00626,105,4651.45,2025-04-08,EUR
TXN00627,200,1761.52,2025-06-03,EUR
TXN00628,127,159.39,2025-04-02,EUR
TXN00629,151,909.04,2025-02-18,EUR
TXN00630,144,4574.87,2025-06-26,EUR
TXN00631,133,1143.1,2025-01-29,EUR
TXN00632,163,3019.74,2025-04-22,EUR
TXN00633,153,661.93,2025-06-14,EUR
TXN00634,130,2172.72,2025-05-05,EUR
TXN00635,171,1658.54,2025-02-25,EUR
TXN00636,127,1885.66,2025-02-27,EUR
TXN00637,133,2553.44,2025-01-05,EUR
TXN00638,153,2916.12,2025-03-05,EUR
TXN00639,181,4662.78,2025-02-19,EUR
TXN00640,126,413.07,2025-06-22,EUR
TXN00641,155,3582.64,2025-04-21,EUR
TXN00642,101,1738.13,2025-04-15,EUR
TXN00643,154,1230.24,2025-06-11,EUR
TXN00644,174,4988.29,2025-04-30,EUR
TXN00645,120,4509.3,2025-01-26,EUR
TXN00646,132,2172.69,2025-01-23,EUR
TXN00647,147,3223.78,2025-05-08,EUR
TXN00648,101,3960.55,2025-06-28,EUR
TXN00649,107,245.73,2025-05-27,EUR
TXN00650,106,2759.19,2025-03-08,EUR
TXN00651,162,4053.6,2025-03-05,EUR
TXN00652,167,1082.27,2025-06-07,EUR
TXN00653,116,2576.46,2025-01-22,EUR
TXN00654,184,3900.35,2025-01-20,EUR
TXN00655,176,402.86,2025-01-30,EUR
TXN00656,150,2662.49,2025-05-22,EUR
TXN00657,156,1442.8,2025-01-12,EUR
TXN00658,131,1654.68,2025-05-17,EUR
TXN00659,194,3279.96,2025-01-09,EUR
TXN00660,114,1269.02,2025-01-14,EUR
TXN00661,172,4891.69,2025-03-19,EUR
TXN00662,106,4178.47,2025-01-21,EUR
TXN00663,103,4089.31,2025-03-30,EUR
TXN00664,128,3805.23,2025-02-27,EUR
TXN00665,199,3963.24,2025-06-22,EUR
TXN00666,192,4478.63,2025-04-27,EUR
TXN00667,113,773.69,2025-06-16,EUR
TXN00668,123,3765.5,2025-01-03,EUR
TXN00669,190,3696.62,2025-06-05,EUR
TXN00670,169,4493.57,2025-02-27,EUR
TXN00671,146,2867.9,2025-05-15,EUR
TXN00672,148,1463.18,2025-02-22,EUR
TXN00673,137,2558.17,2025-06-14,EUR
TXN00674,192,4006.19,2025-01-11,EUR
TXN00675,101,4645.3,2025-04-21,EUR
TXN00676,107,716.95,2025-01-08,EUR
TXN00677,187,4774.6,2025-04-17,EUR
TXN00678,137,249.98,2025-04-01,EUR
TXN00679,196,2911.28,2025-01-22,EUR
TXN00680,131,617.42,2025-03-12,EUR
TXN00681,118,1433.34,2025-02-18,EUR
TXN00682,164,1165.81,2025-02-10,EUR
TXN00683,114,4446.0,2025-06-01,EUR
TXN00684,175,4935.61,2025-03-04,EUR
TXN00685,181,2280.8,2025-06-12,EUR
TXN00686,182,4259.55,2025-02-09,EUR
TXN00687,155,4946.22,2025-02-21,EUR
TXN00688,199,805.91,2025-03-12,EUR
TXN00689,144,33.83,2025-02-22,EUR
TXN00690,149,1590.29,2025-04-24,EUR
TXN00691,183,4678.07,2025-06-26,EUR
TXN00692,198,3183.71,2025-04-28,EUR
TXN00693,148,44.34,2025-06-09,EUR
TXN00694,110,1263.84,2025-05-25,EUR
TXN00695,143,3921.11,2025-04-03,EUR
TXN00696,182,4167.92,2025-03-08,EUR
TXN00697,126,288.8,2025-02-28,EUR
TXN00698,106,502.8,2025-02-26,EUR
TXN00699,121,2796.7,2025-04-07,EUR
TXN00700,122,3598.37,2025-05-26,EUR
TXN00701,135,1720.44,2025-04-20,EUR
TXN00702,200,2910.64,2025-04-11,EUR
TXN00703,101,2920.57,2025-03-12,EUR
TXN00704,113,841.43,2025-05-19,EUR
TXN00705,194,4071.61,2025-04-14,EUR
TXN00706,165,2338.14,2025-05-31,EUR
TXN00707,114,1020.94,2025-01-04,EUR
TXN00708,184,3164.99,2025-02-09,EUR
TXN00709,119,2508.46,2025-04-09,EUR
TXN00710,110,1769.5,2025-06-10,EUR
TXN00711,142,630.64,2025-02-07,EUR
TXN00712,141,1232.79,2025-05-13,EUR
TXN00713,115,232.47,2025-02-20,EUR
TXN00714,162,3193.42,2025-04-06,EUR
TXN00715,174,3900.61,2025-01-27,EUR
TXN00716,193,3566.07,2025-05-18,EUR
TXN00717,181,4746.85,2025-02-17,EUR
TXN00718,115,4692.89,2025-03-27,EUR
TXN00719,173,974.15,2025-03-01,EUR
TXN00720,130,545.4,2025-01-04,EUR
TXN00721,161,1492.57,2025-06-29,EUR
TXN00722,138,2785.25,2025-06-29,EUR
TXN00723,107,1185.13,2025-06-12,EUR
TXN00724,111,2723.34,2025-01-28,EUR
TXN00725,158,3978.12,2025-05-11,EUR
TXN00726,150,2511.46,2025-05-24,EUR
TXN00727,106,1847.65,2025-05-02,EUR
TXN00728,163,4974.14,2025-01-29,EUR
TXN00729,154,3127.57,2025-06-05,EUR
TXN00730,111,1769.63,2025-04-20,EUR
TXN00731,136,108.28,2025-01-14,EUR
TXN00732,199,3744.16,2025-06-01,EUR
TXN00733,114,4692.43,2025-03-25,EUR
TXN00734,138,78.92,2025-04-25,EUR
TXN00735,108,4348.79,2025-01-30,EUR
TXN00736,101,504.24,2025-04-04,EUR
TXN00737,168,4732.9,2025-05-07,EUR
TXN00738,157,3893.6,2025-01-25,EUR
TXN00739,150,1537.13,2025-01-05,EUR
TXN00740,136,1508.37,2025-05-05,EUR
TXN00741,188,3526.8,2025-04-07,EUR
TXN00742,141,2339.98,2025-05-10,EUR
TXN00743,183,4881.68,2025-05-06,EUR
TXN00744,169,824.57,2025-01-10,EUR
TXN00745,119,518.31,2025-05-09,EUR
TXN00746,174,1994.64,2025-02-27,EUR
TXN00747,102,76.92,2025-05-14,EUR
TXN00748,188,2470.55,2025-02-17,EUR
TXN00749,181,502.67,2025-02-08,EUR
TXN00750,116,1999.28,2025-01-04,EUR
TXN00751,123,4650.4,2025-06-06,EUR
TXN00752,187,2756.99,2025-03-01,EUR
TXN00753,133,4615.42,2025-05-24,EUR
TXN00754,178,2501.2,2025-04-20,EUR
TXN00755,177,4390.1,2025-05-22,EUR
TXN00756,170,2318.17,2025-02-10,EUR
TXN00757,165,3688.47,2025-02-13,EUR
TXN00758,152,4025.62,2025-05-24,EUR
TXN00759,163,2515.18,2025-04-28,EUR
TXN00760,163,73.62,2025-02-02,EUR
TXN00761,179,1982.35,2025-06-21,EUR
TXN00762,132,3728.56,2025-03-15,EUR
TXN00763,195,4924.31,2025-03-09,EUR
TXN00764,102,869.83,2025-01-07,EUR
TXN00765,123,2167.89,2025-01-12,EUR
TXN00766,117,4305.63,2025-06-28,EUR
TXN00767,163,3073.1,2025-05-11,EUR
TXN00768,192,4229.35,2025-06-04,EUR
TXN00769,158,3183.38,2025-04-05,EUR
TXN00770,161,2771.17,2025-04-02,EUR
TXN00771,106,2452.96,2025-05-21,EUR
TXN00772,158,4103.57,2025-03-02,EUR
TXN00773,199,3527.78,2025-01-18,EUR
TXN00774,192,1805.48,2025-04-27,EUR
TXN00775,121,1272.72,2025-04-27,EUR
TXN00776,194,4411.02,2025-06-25,EUR
TXN00777,172,4679.06,2025-04-15,EUR
TXN00778,126,1816.61,2025-01-08,EUR
TXN00779,156,228.82,2025-01-24,EUR
TXN00780,180,4307.14,2025-06-17,EUR
TXN00781,154,4368.75,2025-04-22,EUR
TXN00782,138,2644.24,2025-01-22,EUR
TXN00783,118,3898.63,2025-03-15,EUR
TXN00784,114,4734.9,2025-05-13,EUR
TXN00785,131,3524.24,2025-04-24,EUR
TXN00786,121,196.11,2025-03-05,EUR
TXN00787,101,336.52,2025-02-08,EUR
TXN00788,101,3213.73,2025-04-06,EUR
TXN00789,164,3905.32,2025-03-26,EUR
TXN00790,102,1416.52,2025-04-03,EUR
TXN00791,177,2242.84,2025-03-29,EUR
TXN00792,183,879.56,2025-02-13,EUR
TXN00793,142,1602.2,2025-06-22,EUR
TXN00794,136,621.66,2025-04-26,EUR
TXN00795,180,1029.06,2025-01-24,EUR
TXN00796,195,4671.47,2025-05-19,EUR
TXN00797,146,891.68,2025-03-01,EUR
TXN00798,189,2838.47,2025-06-27,EUR
TXN00799,197,4120.75,2025-01-06,EUR
TXN00800,109,1534.72,2025-05-25,EUR
TXN00801,101,1710.05,2025-02-11,EUR
TXN00802,125,2360.47,2025-06-22,EUR
TXN00803,175,2272.63,2025-01-11,EUR
TXN00804,134,1310.69,2025-01-15,EUR
TXN00805,114,335.32,2025-03-18,EUR
TXN00806,130,4436.47,2025-03-26,EUR
TXN00807,155,12.53,2025-04-20,EUR
TXN00808,142,3293.48,2025-04-01,EUR
TXN00809,134,4021.09,2025-06-17,EUR
TXN00810,128,677.45,2025-03-14,EUR
TXN00811,156,269.93,2025-03-17,EUR
TXN00812,188,3934.05,2025-05-17,EUR
TXN00813,178,1309.1,2025-04-17,EUR
TXN00814,117,3998.06,2025-01-03,EUR
TXN00815,117,1657.22,2025-04-19,EUR
TXN00816,187,1623.68,2025-03-27,EUR
TXN00817,177,4047.81,2025-04-22,EUR
TXN00818,196,1075.1,2025-01-08,EUR
TXN00819,161,250.79,2025-04-04,EUR
TXN00820,131,2538.3,2025-03-12,EUR
TXN00821,161,808.62,2025-04-21,EUR
TXN00822,174,4166.03,2025-04-24,EUR
TXN00823,112,3925.69,2025-02-25,EUR
TXN00824,140,4149.07,2025-04-17,EUR
TXN00825,149,133.63,2025-05-10,EUR
TXN00826,175,4680.19,2025-04-21,EUR
TXN00827,138,1047.25,2025-04-17,EUR
TXN00828,158,1241.18,2025-03-24,EUR
TXN00829,143,1386.66,2025-02-12,EUR
TXN00830,191,417.6,2025-01-09,EUR
TXN00831,114,4677.5,2025-06-20,EUR
TXN00832,199,2741.9,2025-06-28,EUR
TXN00833,125,1376.17,2025-01-27,EUR
TXN00834,176,2497.3,2025-01-11,EUR
TXN00835,101,3340.41,2025-05-07,EUR
TXN00836,183,2408.94,2025-04-03,EUR
TXN00837,133,261.03,2025-04-11,EUR
TXN00838,179,2086.63,2025-03-06,EUR
TXN00839,122,4883.26,2025-06-03,EUR
TXN00840,122,4527.26,2025-03-04,EUR
TXN00841,106,2637.56,2025-04-01,EUR
TXN00842,158,2771.87,2025-01-11,EUR
TXN00843,194,3098.38,2025-06-16,EUR
TXN00844,170,1416.1,2025-06-08,EUR
TXN00845,174,1946.27,2025-05-23,EUR
TXN00846,191,380.67,2025-06-08,EUR
TXN00847,113,1532.11,2025-01-25,EUR
TXN00848,119,2929.77,2025-06-19,EUR
TXN00849,156,3435.31,2025-04-09,EUR
TXN00850,144,3619.53,2025-01-29,EUR
TXN00851,181,522.64,2025-06-14,EUR
TXN00852,152,1065.16,2025-05-27,EUR
TXN00853,190,2021.03,2025-05-01,EUR
TXN00854,103,1575.41,2025-01-27,EUR
TXN00855,119,82.48,2025-04-18,EUR
TXN00856,141,2796.69,2025-03-27,EUR
TXN00857,128,3261.4,2025-05-13,EUR
TXN00858,149,3369.25,2025-02-08,EUR
TXN00859,119,3981.96,2025-03-22,EUR
TXN00860,155,1405.25,2025-04-22,EUR
TXN00861,169,1257.44,2025-06-09,EUR
TXN00862,191,3777.39,2025-03-09,EUR
TXN00863,181,3391.91,2025-02-26,EUR
TXN00864,175,4019.17,2025-04-28,EUR
TXN00865,101,810.1,2025-02-14,EUR
TXN00866,155,3025.22,2025-05-10,EUR
TXN00867,171,4536.37,2025-05-31,EUR
TXN00868,106,3808.13,2025-01-07,EUR
TXN00869,170,908.4,2025-01-23,EUR
TXN00870,150,4730.26,2025-05-06,EUR
TXN00871,186,4811.08,2025-01-27,EUR
TXN00872,105,1533.1,2025-02-05,EUR
TXN00873,184,3515.1,2025-06-07,EUR
TXN00874,106,3852.25,2025-04-19,EUR
TXN00875,178,514.29,2025-03-24,EUR
TXN00876,170,4074.16,2025-06-03,EUR
TXN00877,177,3918.53,2025-04-29,EUR
TXN00878,120,4589.52,2025-02-25,EUR
TXN00879,172,4219.83,2025-05-22,EUR
TXN00880,139,1318.28,2025-02-16,EUR
TXN00881,131,1122.6,2025-03-11,EUR
TXN00882,178,4810.0,2025-03-09,EUR
TXN00883,137,634.79,2025-03-12,EUR
TXN00884,113,3298.31,2025-05-17,EUR
TXN00885,122,3978.53,2025-06-28,EUR
TXN00886,173,1354.88,2025-01-22,EUR
TXN00887,102,577.49,2025-05-26,EUR
TXN00888,195,3038.2,2025-03-15,EUR
TXN00889,158,424.84,2025-06-23,EUR
TXN00890,170,4492.81,2025-03-27,EUR
TXN00891,147,3473.2,2025-04-11,EUR
TXN00892,193,2692.52,2025-06-22,EUR
TXN00893,133,65.0,2025-02-19,EUR
TXN00894,118,1561.11,2025-05-08,EUR
TXN00895,167,4187.87,2025-02-23,EUR
TXN00896,119,2500.75,2025-02-13,EUR
TXN00897,156,967.21,2025-01-09,EUR
TXN00898,169,2527.05,2025-01-12,EUR
TXN00899,124,3514.36,2025-01-31,EUR
TXN00900,144,3659.55,2025-03-30,EUR
TXN00901,166,1802.84,2025-03-11,EUR
TXN00902,130,1167.16,2025-06-03,EUR
TXN00903,125,407.28,2025-06-11,EUR
TXN00904,187,1207.65,2025-03-06,EUR
TXN00905,149,1107.0,2025-03-16,EUR
TXN00906,123,4766.7,2025-06-17,EUR
TXN00907,172,2303.67,2025-03-30,EUR
TXN00908,160,367.22,2025-01-13,EUR
TXN00909,153,1772.28,2025-03-06,EUR
TXN00910,199,819.09,2025-01-14,EUR
TXN00911,181,886.21,2025-02-20,EUR
TXN00912,116,2897.32,2025-05-24,EUR
TXN00913,137,4532.66,2025-05-27,EUR
TXN00914,173,3291.04,2025-05-29,EUR
TXN00915,128,4948.94,2025-06-12,EUR
TXN00916,170,1264.36,2025-06-29,EUR
TXN00917,158,470.27,2025-06-29,EUR
TXN00918,110,4810.43,2025-05-12,EUR
TXN00919,138,2039.38,2025-02-21,EUR
TXN00920,106,2831.68,2025-01-01,EUR
TXN00921,146,3869.71,2025-02-25,EUR
TXN00922,187,1939.05,2025-02-15,EUR
TXN00923,101,4786.51,2025-04-17,EUR
TXN00924,112,2225.21,2025-03-07,EUR
TXN00925,112,1523.61,2025-05-08,EUR
TXN00926,183,2287.38,2025-04-08,EUR
TXN00927,140,984.61,2025-01-02,EUR
TXN00928,124,2318.35,2025-03-01,EUR
TXN00929,138,4847.26,2025-03-30,EUR
TXN00930,113,2922.97,2025-04-18,EUR
TXN00931,169,1944.26,2025-06-01,EUR
TXN00932,174,344.58,2025-05-31,EUR
TXN00933,147,1949.43,2025-01-08,EUR
TXN00934,136,1452.11,2025-02-14,EUR
TXN00935,114,3454.59,2025-04-04,EUR
TXN00936,145,3423.36,2025-05-22,EUR
TXN00937,135,1687.2,2025-06-16,EUR
TXN00938,154,2026.45,2025-02-08,EUR
TXN00939,153,1506.15,2025-05-28,EUR
TXN00940,117,3960.09,2025-06-01,EUR
TXN00941,105,387.7,2025-01-26,EUR
TXN00942,179,3232.56,2025-02-17,EUR
TXN00943,145,3854.08,2025-02-11,EUR
TXN00944,148,3917.23,2025-01-04,EUR
TXN00945,190,1171.99,2025-06-11,EUR
TXN00946,145,3054.63,2025-01-08,EUR
TXN00947,151,4724.54,2025-01-07,EUR
TXN00948,106,990.43,2025-04-12,EUR
TXN00949,186,2196.98,2025-04-24,EUR
TXN00950,145,3464.85,2025-02-07,EUR
TXN00951,120,3744.03,2025-05-13,EUR
TXN00952,179,3234.72,2025-05-01,EUR
TXN00953,139,3505.48,2025-04-11,EUR
TXN00954,147,3575.68,2025-06-03,EUR
TXN00955,189,4695.27,2025-05-06,EUR
TXN00956,163,4235.65,2025-06-08,EUR
TXN00957,136,785.6,2025-06-23,EUR
TXN00958,175,3772.29,2025-06-30,EUR
TXN00959,150,3132.93,2025-04-19,EUR
TXN00960,130,366.86,2025-05-09,EUR
TXN00961,165,1466.85,2025-06-07,EUR
TXN00962,177,364.02,2025-02-13,EUR
TXN00963,146,3891.17,2025-06-07,EUR
TXN00964,133,1268.5,2025-04-06,EUR
TXN00965,162,1238.09,2025-04-12,EUR
TXN00966,149,1084.07,2025-03-13,EUR
TXN00967,141,4846.08,2025-01-01,EUR
TXN00968,175,2429.61,2025-05-19,EUR
TXN00969,164,3628.55,2025-05-13,EUR
TXN00970,158,4707.28,2025-03-14,EUR
TXN00971,172,674.12,2025-01-16,EUR
TXN00972,152,3080.01,2025-02-27,EUR
TXN00973,185,4121.14,2025-01-01,EUR
TXN00974,134,1643.73,2025-01-27,EUR
TXN00975,137,1512.86,2025-04-15,EUR
TXN00976,185,1262.19,2025-02-09,EUR
TXN00977,111,136.67,2025-01-11,EUR
TXN00978,106,4033.06,2025-03-08,EUR
TXN00979,149,1467.86,2025-01-26,EUR
TXN00980,111,2530.51,2025-03-30,EUR
TXN00981,188,1212.12,2025-03-11,EUR
TXN00982,172,683.95,2025-03-27,EUR
TXN00983,105,3969.75,2025-06-21,EUR
TXN00984,136,2237.3,2025-03-05,EUR
TXN00985,159,3697.88,2025-04-15,EUR
TXN00986,179,3574.25,2025-04-22,EUR
TXN00987,185,2309.37,2025-05-27,EUR
TXN00988,167,2083.27,2025-03-05,EUR
TXN00989,144,34.55,2025-04-19,EUR
TXN00990,179,2180.97,2025-06-24,EUR
TXN00991,198,3196.12,2025-05-31,EUR
TXN00992,169,1736.5,2025-04-20,EUR
TXN00993,113,395.12,2025-05-03,EUR
TXN00994,121,411.42,2025-02-13,EUR
TXN00995,179,4861.49,2025-03-19,EUR
TXN00996,195,2568.67,2025-05-06,EUR
TXN00997,182,3574.17,2025-03-30,EUR
TXN00998,192,3909.16,2025-05-06,EUR
TXN00999,188,224.55,2025-03-10,EUR
TXN01000,161,4462.29,2025-04-11,EUR
TXN01001,147,4808.5,2025-04-08,EUR
TXN01002,110,886.45,2025-01-21,EUR
TXN01003,145,2082.93,2025-03-03,EUR
TXN01004,142,4979.0,2025-03-28,EUR
TXN01005,190,3067.13,2025-05-20,EUR
TXN01006,196,3436.73,2025-06-17,EUR
TXN01007,123,4317.81,2025-02-25,EUR
TXN01008,103,1573.3,2025-01-23,EUR
TXN01009,127,4159.42,2025-05-10,EUR
TXN01010,122,4323.55,2025-01-17,EUR
TXN01011,195,2679.94,2025-03-28,EUR
TXN01012,194,3345.02,2025-04-15,EUR
TXN01013,113,686.24,2025-04-26,EUR
TXN01014,181,3910.5,2025-01-16,EUR
TXN01015,189,3330.59,2025-03-02,EUR
TXN01016,160,1440.01,2025-05-25,EUR
TXN01017,104,2022.21,2025-04-02,EUR
TXN01018,114,254.22,2025-04-06,EUR
TXN01019,171,892.17,2025-01-01,EUR
TXN01020,107,2396.19,2025-01-29,EUR
TXN01021,148,3378.71,2025-02-08,EUR
TXN01022,120,2435.43,2025-05-28,EUR
TXN01023,175,4355.46,2025-05-15,EUR
TXN01024,176,2131.99,2025-05-05,EUR
TXN01025,158,3432.07,2025-01-26,EUR
TXN01026,173,3689.37,2025-01-19,EUR
TXN01027,193,559.82,2025-01-25,EUR
TXN01028,173,3330.37,2025-05-09,EUR
TXN01029,105,4140.87,2025-01-15,EUR
TXN01030,126,1629.36,2025-03-02,EUR
TXN01031,142,1942.38,2025-05-24,EUR
TXN01032,169,3900.52,2025-02-19,EUR
TXN01033,133,4860.85,2025-03-04,EUR
TXN01034,121,4081.27,2025-05-02,EUR
TXN01035,177,1789.47,2025-05-18,EUR
TXN01036,150,1875.72,2025-05-08,EUR
TXN01037,168,4434.55,2025-03-06,EUR
TXN01038,158,1897.76,2025-05-04,EUR
TXN01039,189,2206.33,2025-03-06,EUR
TXN01040,130,4332.07,2025-05-15,EUR
TXN01041,138,3392.27,2025-02-13,EUR
TXN01042,148,575.69,2025-06-29,EUR
TXN01043,137,4884.22,2025-06-18,EUR
TXN01044,109,4380.83,2025-03-11,EUR
TXN01045,173,2038.0,2025-02-19,EUR
TXN01046,158,3310.0,2025-04-26,EUR
TXN01047,163,2967.89,2025-06-03,EUR
TXN01048,163,452.3,2025-04-25,EUR
TXN01049,189,3558.49,2025-06-13,EUR
TXN01050,147,2763.25,2025-01-14,EUR
TXN01051,166,1604.7,2025-04-15,EUR
TXN01052,185,2275.38,2025-06-12,EUR
TXN01053,190,3651.33,2025-02-25,EUR
TXN01054,163,4336.25,2025-04-25,EUR
TXN01055,152,400.86,2025-04-21,EUR
TXN01056,108,743.89,2025-04-04,EUR
TXN01057,195,1824.17,2025-01-14,EUR
TXN01058,114,2094.21,2025-06-10,EUR
TXN01059,139,3452.12,2025-04-27,EUR
TXN01060,161,1731.67,2025-06-30,EUR
TXN01061,140,2202.21,2025-03-16,EUR
TXN01062,180,3562.28,2025-01-19,EUR
TXN01063,113,4401.5,2025-03-30,EUR
TXN01064,193,4832.14,2025-01-28,EUR
TXN01065,182,3518.22,2025-05-06,EUR
TXN01066,191,3205.98,2025-04-21,EUR
TXN01067,125,498.89,2025-05-24,EUR
TXN01068,107,3862.93,2025-05-09,EUR
TXN01069,165,1930.59,2025-04-04,EUR
TXN01070,126,785.26,2025-04-21,EUR
TXN01071,144,679.66,2025-02-10,EUR
TXN01072,179,4216.58,2025-05-24,EUR
TXN01073,153,1806.87,2025-01-05,EUR
TXN01074,137,3824.96,2025-04-09,EUR
TXN01075,168,3255.2,2025-02-03,EUR
TXN01076,188,2612.52,2025-05-07,EUR
TXN01077,119,3928.07,2025-03-18,EUR
TXN01078,101,4576.0,2025-06-04,EUR
TXN01079,119,1223.06,2025-03-08,EUR
TXN01080,132,3461.87,2025-02-03,EUR
TXN01081,190,133.94,2025-04-29,EUR
TXN01082,158,1117.25,2025-02-26,EUR
TXN01083,175,3858.35,2025-01-16,EUR
TXN01084,112,1791.3,2025-02-16,EUR
TXN01085,197,2512.86,2025-03-20,EUR
TXN01086,161,997.31,2025-05-17,EUR
TXN01087,172,3329.58,2025-02-17,EUR
TXN01088,195,1219.78,2025-05-07,EUR
TXN01089,184,1921.46,2025-04-12,EUR
TXN01090,175,2526.34,2025-04-04,EUR
TXN01091,108,3156.43,2025-01-27,EUR
TXN01092,144,531.79,2025-04-11,EUR
TXN01093,123,104.9,2025-05-02,EUR
TXN01094,179,3747.56,2025-04-29,EUR
TXN01095,166,903.25,2025-01-22,EUR
TXN01096,136,2145.72,2025-03-06,EUR
TXN01097,172,78.66,2025-05-27,EUR
TXN01098,164,3685.99,2025-03-11,EUR
TXN01099,185,4143.14,2025-06-18,EUR
TXN01100,194,4748.16,2025-03-28,EUR
TXN01101,134,4043.98,2025-02-13,EUR
TXN01102,186,3927.57,2025-05-28,EUR
TXN01103,141,4950.6,2025-02-13,EUR
TXN01104,146,1235.24,2025-04-06,EUR
TXN01105,122,3739.36,2025-01-26,EUR
TXN01106,101,1782.8,2025-05-05,EUR
TXN01107,101,3788.45,2025-06-18,EUR
TXN01108,130,922.2,2025-04-28,EUR
TXN01109,143,4564.62,2025-02-17,EUR
TXN01110,196,2467.89,2025-05-13,EUR
TXN01111,158,4127.74,2025-02-16,EUR
TXN01112,135,2324.13,2025-01-21,EUR
TXN01113,179,817.44,2025-05-11,EUR
TXN01114,135,2832.89,2025-03-13,EUR
TXN01115,179,4252.98,2025-05-11,EUR
TXN01116,104,1377.14,2025-02-19,EUR
TXN01117,131,4515.69,2025-06-08,EUR
TXN01118,167,3996.18,2025-06-08,EUR
TXN01119,184,1541.72,2025-01-22,EUR
TXN01120,149,383.05,2025-05-27,EUR
TXN01121,101,959.45,2025-05-26,EUR
TXN01122,121,3094.86,2025-01-09,EUR
TXN01123,117,2980.41,2025-05-19,EUR
TXN01124,144,3519.38,2025-02-25,EUR
TXN01125,164,1324.34,2025-01-16,EUR
TXN01126,195,2617.14,2025-03-16,EUR
TXN01127,111,4845.23,2025-06-15,EUR
TXN01128,165,3803.64,2025-01-28,EUR
TXN01129,130,3711.66,2025-05-28,EUR
TXN01130,191,2780.62,2025-04-17,EUR
TXN01131,162,2157.58,2025-01-30,EUR
TXN01132,139,2289.59,2025-01-17,EUR
TXN01133,135,3208.87,2025-04-12,EUR
TXN01134,179,4702.06,2025-06-05,EUR
TXN01135,164,4918.36,2025-05-13,EUR
TXN01136,189,4386.96,2025-06-28,EUR
TXN01137,120,248.39,2025-02-19,EUR
TXN01138,170,1319.98,2025-03-23,EUR
TXN01139,126,1728.07,2025-06-22,EUR
TXN01140,103,2741.96,2025-02-02,EUR
TXN01141,120,2958.17,2025-06-10,EUR
TXN01142,181,3643.26,2025-04-16,EUR
TXN01143,168,3609.42,2025-02-26,EUR
TXN01144,170,1119.63,2025-04-26,EUR
TXN01145,184,3409.7,2025-06-09,EUR
TXN01146,193,4012.16,2025-06-19,EUR
TXN01147,162,662.25,2025-06-09,EUR
TXN01148,126,4888.92,2025-06-13,EUR
TXN01149,128,4625.77,2025-03-15,EUR
TXN01150,168,4686.94,2025-03-03,EUR
TXN01151,192,922.67,2025-03-07,EUR
TXN01152,154,114.7,2025-02-18,EUR
TXN01153,187,3755.84,2025-01-09,EUR
TXN01154,152,4858.89,2025-06-19,EUR
TXN01155,200,4360.19,2025-03-11,EUR
TXN01156,160,1330.79,2025-04-11,EUR
TXN01157,121,4075.21,2025-06-29,EUR
TXN01158,148,4475.08,2025-03-26,EUR
TXN01159,158,745.99,2025-02-10,EUR
TXN01160,121,2938.93,2025-02-20,EUR
TXN01161,173,176.9,2025-04-11,EUR
TXN01162,146,381.3,2025-06-07,EUR
TXN01163,186,256.52,2025-01-27,EUR
TXN01164,155,335.55,2025-05-08,EUR
TXN01165,137,1807.69,2025-01-31,EUR
TXN01166,102,3680.44,2025-02-02,EUR
TXN01167,122,699.62,2025-03-11,EUR
TXN01168,175,2538.28,2025-03-06,EUR
TXN01169,102,3514.17,2025-01-02,EUR
TXN01170,138,1986.52,2025-03-01,EUR
TXN01171,193,1670.99,2025-06-18,EUR
TXN01172,106,478.26,2025-04-07,EUR
TXN01173,158,4755.86,2025-03-24,EUR
